HospitalName,ServiceKey,AverageWaitingTime_Speciality_Priority_Institution,MonthPortuguese,Year,NumberOfPeople
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",30,0,,2024,16
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",30,636,,2024,746
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",40,104,,2024,0
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",40,0,,2024,2
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",41,88,,2024,1
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",41,286,,2024,88
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",42,26,,2024,0
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",42,17.5,,2024,1
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",42,55,,2024,6
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",46,80,,2024,2
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",46,0,,2024,3
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",46,420,,2024,141
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",47,249,,2024,16
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",47,0,,2024,29
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",48,0,,2024,1
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",48,55,,2024,4
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",48,160,,2024,184
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",49,0,,2024,1
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",49,39,,2024,15
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",50,0,,2024,1
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",50,200,,2024,79
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",92,14.5,,2024,1
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",92,41,,2024,4
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",92,230,,2024,1119
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",98,0,,2024,8
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",98,154,,2024,105
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",98,451,,2024,930
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",99,0,,2024,4
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",99,24,,2024,7
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",99,259,,2024,4088
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",100,77.5,,2024,0
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",100,0,,2024,78
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",100,251,,2024,1738
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",101,19,,2024,0
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",101,67,,2024,5
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",101,0,,2024,8
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",101,263,,2024,614
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",102,27,,2024,2
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",102,62,,2024,13
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",102,0,,2024,14
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",102,298,,2024,562
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",103,80,,2024,2
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",103,0,,2024,3
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",103,420,,2024,141
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",105,0,,2024,2
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",105,71,,2024,7
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",105,197,,2024,131
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",106,26,,2024,0
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",106,17.5,,2024,1
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",106,55,,2024,6
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",108,0,,2024,1
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",108,39,,2024,15
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",126,0,,2024,5
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",126,89,,2024,7
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",126,292,,2024,945
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",127,34,,2024,0
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",127,0,,2024,10
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",127,99,,2024,38
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",128,0,,2024,1
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",128,51,,2024,4
"Hospital de Santo André - Leiria (Centro Hospitalar de Leiria, EPE)",128,376,,2024,432
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",1,12,,2024,6
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",1,21,,2024,26
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",2,5,,2024,0
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",2,18,,2024,3
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",2,0,,2024,4
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",2,104,,2024,596
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",7,56,,2024,0
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",7,34,,2024,1
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",7,0,,2024,12
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",7,85,,2024,191
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",13,24,,2024,1
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",13,0,,2024,5
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",13,161,,2024,507
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",14,26,,2024,0
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",14,0,,2024,10
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",14,63,,2024,96
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",16,39,,2024,4
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",16,0,,2024,6
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",16,229,,2024,1117
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",17,2,,2024,0
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",17,42,,2024,1
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",17,0,,2024,56
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",17,164,,2024,789
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",18,54,,2024,3
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",18,112,,2024,19
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",18,0,,2024,27
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",19,0,,2024,3
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",19,109,,2024,101
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",20,16,,2024,0
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",20,51,,2024,39
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",26,31,,2024,2
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",26,48,,2024,14
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",41,0,,2024,5
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",46,66,,2024,10
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",49,0,,2024,1
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",49,0,,2024,3
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",49,47,,2024,17
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",50,0,,2024,2
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",50,104,,2024,13
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",50,187,,2024,82
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",92,5,,2024,0
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",92,18,,2024,3
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",92,0,,2024,4
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",92,104,,2024,596
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",98,56,,2024,0
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",98,34,,2024,1
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",98,0,,2024,12
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",98,85,,2024,191
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",99,39,,2024,4
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",99,0,,2024,6
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",99,229,,2024,1117
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",100,2,,2024,0
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",100,42,,2024,1
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",100,0,,2024,56
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",100,164,,2024,789
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",101,24,,2024,1
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",101,0,,2024,5
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",101,161,,2024,507
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",103,66,,2024,10
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",108,0,,2024,1
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",108,0,,2024,3
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",108,47,,2024,17
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",126,26,,2024,0
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",126,0,,2024,10
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",126,63,,2024,96
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",127,16,,2024,0
"Hospital de Santo Tirso (Centro Hospitalar do Médio Ave, EPE)",127,51,,2024,39
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",1,0,,2024,2
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",2,99,,2024,0
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",2,0,,2024,3
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",7,0,,2024,1
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",7,227,,2024,26
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",9,82,,2024,0
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",9,231,,2024,35
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",13,115,,2024,0
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",13,147,,2024,8
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",14,205,,2024,6
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",14,316,,2024,161
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",16,213,,2024,54
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",17,0,,2024,37
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",18,83,,2024,2
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",18,352,,2024,56
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",19,0,,2024,1
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",19,248,,2024,46
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",23,113,,2024,0
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",23,0,,2024,3
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",25,0,,2024,3
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",26,299,,2024,280
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",30,263,,2024,17
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",30,286,,2024,171
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",42,238,,2024,6
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",49,184,,2024,15
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",50,90,,2024,0
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",51,0,,2024,3
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",51,450,,2024,9
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",92,99,,2024,0
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",92,0,,2024,3
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",98,0,,2024,1
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",98,227,,2024,26
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",99,213,,2024,54
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",100,0,,2024,37
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",101,115,,2024,0
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",101,147,,2024,8
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",102,82,,2024,0
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",102,231,,2024,35
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",106,238,,2024,6
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",108,184,,2024,15
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",126,205,,2024,6
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",126,316,,2024,161
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",128,113,,2024,0
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",128,0,,2024,3
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",130,0,,2024,3
"Hospital Distrital de Bragança (Unidade Local de Saúde do Nordeste, EPE)",130,450,,2024,9
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",1,0,,2024,6
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",1,240,,2024,71
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",2,18,,2024,0
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",2,0,,2024,20
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",2,36,,2024,26
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",2,307,,2024,862
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",5,0,,2024,22
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",7,20,,2024,1
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",7,0,,2024,10
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",7,63,,2024,100
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",8,6.5,,2024,0
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",9,0,,2024,3
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",9,46,,2024,16
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",9,406,,2024,18
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",11,16,,2024,0
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",11,0,,2024,3
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",11,21,,2024,4
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",11,56,,2024,35
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",13,27,,2024,4
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",13,0,,2024,9
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",13,229,,2024,287
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",14,44,,2024,2
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",14,0,,2024,3
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",14,78,,2024,22
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",14,520,,2024,256
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",16,40,,2024,7
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",16,0,,2024,38
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",16,368,,2024,328
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",16,233,,2024,437
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",17,0,,2024,4
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",17,38,,2024,26
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",17,256,,2024,628
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",18,92,,2024,0
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",18,0,,2024,24
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",18,300,,2024,166
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",19,30,,2024,1
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",19,0,,2024,2
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",19,89,,2024,112
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",20,16,,2024,0
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",20,22,,2024,4
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",20,0,,2024,11
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",20,41,,2024,38
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",23,0,,2024,1
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",24,21,,2024,0
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",26,29,,2024,6
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",26,0,,2024,12
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",26,127,,2024,56
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",28,17,,2024,1
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",28,0,,2024,3
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",28,124,,2024,23
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",28,449,,2024,72
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",30,39,,2024,0
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",30,27,,2024,1
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",30,0,,2024,9
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",30,138,,2024,104
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",41,47,,2024,0
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",41,0,,2024,1
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",41,43,,2024,5
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",48,99,,2024,2
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",48,0,,2024,9
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",48,608,,2024,130
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",49,15,,2024,0
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",49,0,,2024,1
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",49,32,,2024,8
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",50,0,,2024,2
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",50,117,,2024,6
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",92,18,,2024,0
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",92,0,,2024,20
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",92,36,,2024,26
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",92,307,,2024,862
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",98,20,,2024,1
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",98,0,,2024,10
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",98,63,,2024,100
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",99,40,,2024,7
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",99,0,,2024,38
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",99,368,,2024,328
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",99,233,,2024,437
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",100,0,,2024,4
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",100,38,,2024,26
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",100,256,,2024,628
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",101,27,,2024,4
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",101,0,,2024,9
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",101,229,,2024,287
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",102,0,,2024,3
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",102,46,,2024,16
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",102,406,,2024,18
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",108,15,,2024,0
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",108,0,,2024,1
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",108,32,,2024,8
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",126,44,,2024,2
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",126,0,,2024,3
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",126,78,,2024,22
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",126,520,,2024,256
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",127,16,,2024,0
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",127,22,,2024,4
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",127,0,,2024,11
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",127,41,,2024,38
"Hospital Distrital de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",128,0,,2024,1
"Hospital Distrital de Lamego (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",1,67,,2024,0
"Hospital Distrital de Lamego (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",1,109,,2024,1
"Hospital Distrital de Lamego (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",1,184,,2024,22
"Hospital Distrital de Lamego (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",1,0,,2024,47
