HospitalKey,HospitalID,HospitalName,Description,Address,District,Latitude,Longitude,NUTSIDescription,NUTSIIDescription,NUTSIIIDescription,PhoneNum,Email
80,2561,"Hospital Distrital de Vila Nova de Gaia (Centro Hospitalar de Vila Nova de Gaia/Espinho, EPE)",Hospital Distrital Vila Nova de Gaia,Rua Dr. Francisco sá Carneiro 4400-129 Vila Nova de Gaia,Porto,41.1286183,-8.6122023,Continente,Norte,Tâmega e Sousa,227865100,geral@chvng.min-saude.pt
70,136,"Hospital Distrital de Macedo de Cavaleiros (Unidade Local de Saúde do Nordeste, EPE)","Unidade Local de Saúde do Nordeste, EPE",Rua Dr. Urze Pires 5340-263 Macedo de Cavaleiros,Bragança,41.535443,-6.959864,Continente,Norte,Terras de Trás-os-Montes,278428200,secretariado@ulsne.min-saude.pt
75,555,Centro de Saúde de Montemor-o-Novo,"",Rua Fernando Pessoa 7050-236 Montemor-o-Novo,Évora,38.64532454,-8.213613331,Continente,Alentejo,Alentejo Central,266898900,csmontemor@alentejocentral.min-saude.pt
15,177,Hospital São Pedro Gonçalves Telmo - Peniche (Centro Hospitalar do Oeste),Centro Hospitalar do Oeste,Rua General Humberto Delgado 2520-447 Peniche,Leiria,39.36351068,-9.38276622,Continente,Oeste e Vale do Tejo,Oeste,262780900,geral@hpeniche.min-saude.pt
20,208,"Hospital Dona Estefânia (Centro Hospitalar Lisboa Central, EPE)",Centro Hospitalar Lisboa Central,Rua Jacinta Marto 1169-045 Lisboa,Lisboa,38.727517,-9.138393,Continente,Oeste e Vale do Tejo,Oeste,213126600,sec.adm.hde@chlc.min-saude.pt
9,211,"Hospital São José (Centro Hospitalar Lisboa Central, EPE)",Centro Hospitalar Lisboa Central,Rua José António Serrano 1150-199 Lisboa,Lisboa,38.716817,-9.1367603,Continente,Oeste e Vale do Tejo,Oeste,218841000,sec.ca@chlc.min-saude.pt
8,318,Centro de Saúde de Montalegre,"","Rua Lama do Moinho, n.º 400 5470-225 Montalegre",Vila Real,41.771901,-7.828637,Continente,Norte,Douro,276510160,csmontalegre@srsvreal.min-saude.pt
36,236,Hospital de Faro (Centro Hospitalar Universitário do Algarve),Centro Hospitalar Universitário do Algarve,Rua Leão Penedo 8000-386 Faro,Faro,37.024667,-7.929222,Continente,Algarve,Algarve,289891100,administracao@chalgarve.min-saude.pt
3,222,"Hospital Distrital do Montijo (Centro Hospitalar Barreiro Montijo, EPE)","Centro Hospitalar Barreiro Montijo, EPE","Rua Machado dos Santos, 54 2870-351 Montijo",Setúbal,38.679925,-8.969652,Continente,Alentejo,Alentejo Litoral,212147300,admin@chbm.min-saude.pt
94,231,"Hospital Santa Luzia de Elvas (Unidade Local de Saúde do Norte Alentejano, EPE)","Unidade Local de Saúde do Norte Alentejano, EPE",Rua Mariana Martins - Apartado 242 7350-954 Elvas,Portalegre,38.87548785,-7.163029611,Continente,Alentejo,Alto Alentejo,268637200,admin@ulsna.min-saude.pt
44,172,"Maternidade Dr. Daniel de Matos (Centro Hospitalar e Universitário de Coimbra, EPE)","Centro Hospitalar e Universitário de Coimbra, EPE",Rua Miguel Torga 3030-165 Coimbra,Coimbra,40.207821,-8.411143,Continente,Centro,Região de Coimbra,239403060,secobstetricia@huc.min-saude.pt
62,228,"Instituto Português de Oncologia de Lisboa Francisco Gentil, EPE",IPO Lisboa,Rua Prof. Lima Basto 1099-023 Lisboa,Lisboa,38.73956,-9.163105,Continente,Oeste e Vale do Tejo,Oeste,217229800,ipofg@ipolisboa.min-saude.pt
99,143,"Hospital de Magalhães Lemos, EPE","",Rua Professor Álvaro Rodrigues 4149-003  Porto,Porto,41.17750729,-8.663578033,Continente,Norte,Tâmega e Sousa,226192400,hml@hmlemos.min-saude.pt
89,229,"Maternidade Dr. Alfredo da Costa (Centro Hospitalar Lisboa Central, EPE)","Centro Hospitalar de Lisboa Central, EPE",Rua Viriato 1069-089  Lisboa,Lisboa,38.73099561,-9.147695303,Continente,Oeste e Vale do Tejo,Oeste,213184000,dirclinica@chlc.min-saude.pt
39,238,Hospital de Portimão (Centro Hospitalar Universitário do Algarve),Centro Hospitalar Universitário do Algarve,Sítio do Poço Seco 8500-338 Portimão,Faro,37.1324829,-8.539361,Continente,Algarve,Algarve,282450300,administracao@chalgarve.min-saude.pt
71,2006,Instituto de Oftalmologia Dr. Gama Pinto,"","Travessa Larga, 2 1169-019 Lisboa",Lisboa,38.721729,-9.144954,Continente,Oeste e Vale do Tejo,Oeste,213553060,gabinete.cidadao@igpinto.min-saude.pt
114,580,"Centro de Saúde de Albufeira (SUB - Centro Hospitalar do Algarve, EPE)","Centro Hospitalar do Algarve, EPE",Urbanização dos Caliços 8200-200 Albufeira,Faro,37.100706,-8.252041,Continente,Algarve,Algarve,289598400,administracao@chalgarve.min-saude.pt
83,546,Centro de Saúde de Odemira,"",Vale Pêgas de Baixo 7630-236 Odemira,Beja,37.621206,-8.616067,Continente,Alentejo,Baixo Alentejo,283320130,csodemira@ulsla.min-saude.pt
